Brand,Year,Exterior color,Interior color,Drivetrain,Fuel type,Capacity,Configuration,Valves,Accidents or damage,1-owner vehicle,Personal use only,MPG_min,MPG_max,MPG_mean,Mileage,Usage Intensity,Ownership History,Engine Power,Fuel Efficiency,Origin,Gallons Per Year,Price
Cadillac,2018,White,Other,Front-wheel Drive,Gasoline,3.6,V6,24.0,At least 1 accident or damage reported,No,Yes,19.0,28.0,23.5,23810.0,3968.3333333333335,Bad,86.4,6.527777777777778,American,168.86524822695034,28980.0
Jeep,2021,Other,Black,Four-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,17.0,25.0,21.0,16182.0,5394.0,Good,86.4,5.833333333333333,American,256.85714285714283,39995.0
Buick,2016,Metallic,Other,Front-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,15.0,22.0,18.5,47164.0,5895.5,Good,86.4,5.138888888888888,American,318.6756756756757,23313.0
Toyota,2022,Black,Black,Front-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,No,28.0,39.0,33.5,39503.0,19751.5,Good,40.0,13.4,Asian,589.5970149253732,27453.0
Jeep,2021,White,Black,Four-wheel Drive,Gasoline,1.3,I4,16.0,None reported,No,Yes,22.0,27.0,24.5,9173.0,3057.6666666666665,Potential Risk,20.8,18.846153846153847,American,124.80272108843538,27873.0
Hyundai,2021,Black,Silver/Gray,Front-wheel Drive,Gasoline,1.6,I4,16.0,None reported,Yes,Yes,30.0,33.0,31.5,9535.0,3178.3333333333335,Good,25.6,19.6875,Asian,100.8994708994709,22000.0
BMW,2017,White,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,23.0,33.0,28.0,38095.0,5442.142857142857,Potential Risk,32.0,14.0,European,194.3622448979592,25669.0
Audi,2015,Black,Black,All-wheel Drive,Gasoline,4.0,V8,32.0,None reported,No,Yes,17.0,27.0,22.0,59728.0,6636.444444444444,Potential Risk,128.0,5.5,European,301.65656565656565,34995.0
Acura,2006,Silver/Gray,Other,Front-wheel Drive,Gasoline,3.2,V6,24.0,None reported,No,Yes,20.0,29.0,24.5,102046.0,5669.222222222223,Potential Risk,76.80000000000001,7.65625,Asian,231.3968253968254,8995.0
Kia,2022,White,Black,All-wheel Drive,Gasoline,1.6,I4,16.0,None reported,No,No,25.0,33.0,29.0,27449.0,13724.5,Potential Risk,25.6,18.125,Asian,473.2586206896552,30997.0
McLaren,2018,Other,Black,Rear-wheel Drive,Gasoline,4.0,V8,32.0,None reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,6287.0,1047.8333333333333,Potential Risk,128.0,5.979040697613881,British,43.81276973710445,239999.0
BMW,2011,Black,Black,All-wheel Drive,Gasoline,4.4,V8,32.0,None reported,No,Yes,14.0,20.0,17.0,107953.0,8304.076923076924,Potential Risk,140.8,3.8636363636363633,European,488.47511312217193,11995.0
Ford,2005,Silver/Gray,Other,Rear-wheel Drive,Gasoline,4.0,V6,12.0,None reported,No,Yes,19.0,28.0,23.5,23440.0,1233.6842105263158,Potential Risk,48.0,5.875,American,52.497200447928336,25000.0
Mitsubishi,2015,Blue,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,17.0,23.0,20.0,62979.0,6997.666666666667,Potential Risk,32.0,10.0,Asian,349.8833333333333,31500.0
BMW,2020,White,Other,Rear-wheel Drive,Gasoline,3.0,I6,24.0,None reported,No,No,21.0,26.0,23.5,53146.0,13286.5,Potential Risk,72.0,7.833333333333333,European,565.3829787234042,42741.0
BMW,2017,Black,Black,Rear-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,No,17.0,26.0,21.5,33175.0,4739.285714285715,Good,72.0,7.166666666666667,European,220.43189368770763,53990.0
BMW,2021,Metallic,Other,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,Yes,23.0,31.0,27.0,24360.0,8120.0,Good,72.0,9.0,European,300.7407407407407,51987.0
Cadillac,2015,White,Other,Rear-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,No,21.0,33.0,27.0,24180.0,2686.6666666666665,Good,40.0,10.8,American,99.50617283950618,22998.0
Buick,2018,White,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,22.0,32.0,27.0,12289.0,2048.1666666666665,Good,32.0,13.5,American,75.85802469135803,23998.0
GMC,2019,White,Black,All-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,21.0,25.0,23.0,91985.0,18397.0,Good,86.4,6.388888888888888,American,799.8695652173913,23995.0
Volvo,2017,Silver/Gray,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,22.0,30.0,26.0,46856.0,6693.714285714285,Good,32.0,13.0,European,257.45054945054943,32998.0
Lexus,2018,White,Black,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,22.0,32.0,27.0,55387.0,9231.166666666666,Good,32.0,13.5,Asian,341.8950617283951,27988.0
Nissan,2021,Silver/Gray,Other,Front-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,26.0,34.0,30.0,17500.0,5833.333333333333,Good,40.0,12.0,Asian,194.44444444444446,35995.0
Toyota,2022,Blue,Other,Front-wheel Drive,Hybrid,1.8,I4,16.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,40457.0,20228.5,Potential Risk,28.8,13.286757105808624,Asian,845.8087602611905,34640.0
Lexus,2015,Other,Other,Front-wheel Drive,Gasoline,3.5,V6,24.0,At least 1 accident or damage reported,No,No,21.0,31.0,26.0,70776.0,7864.0,Bad,84.0,7.428571428571429,Asian,302.46153846153845,21745.0
Lexus,2018,Silver/Gray,Other,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,18.0,27.0,22.5,34311.0,5718.5,Good,84.0,6.428571428571429,Asian,254.15555555555557,52999.0
Lexus,2017,Other,Other,Four-wheel Drive,Gasoline,4.6,V8,32.0,None reported,Yes,Yes,15.0,18.0,16.5,124836.0,17833.714285714286,Good,147.2,3.586956521739131,Asian,1080.831168831169,32000.0
Lexus,2007,Red,Other,Rear-wheel Drive,Gasoline,4.3,V8,32.0,At least 1 accident or damage reported,No,No,18.0,25.0,21.5,40451.0,2379.470588235294,Bad,137.6,5.0,Asian,110.67305061559507,20577.0
Lexus,2022,Blue,Other,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,1127.0,563.5,Good,84.0,6.833189368701578,Asian,23.561472002727875,57998.0
Lexus,2022,Green,Other,All-wheel Drive,Hybrid,2.5,I4,16.0,None reported,Yes,Yes,41.0,37.0,39.0,6407.0,3203.5,Good,40.0,15.6,Asian,82.14102564102564,53998.0
Lexus,2019,Red,Black,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,18.0,25.0,21.5,44599.0,8919.8,Good,84.0,6.142857142857143,Asian,414.87441860465117,38869.0
Lexus,2016,White,Red,Rear-wheel Drive,Gasoline,5.0,V8,32.0,None reported,No,Yes,16.0,24.0,20.0,79994.0,9999.25,Potential Risk,160.0,4.0,Asian,499.9625,43418.0
Chevrolet,2014,Black,Black,Four-wheel Drive,E85 Flex Fuel,5.3,V8,16.0,At least 1 accident or damage reported,No,Yes,15.0,21.0,18.0,93534.0,9353.4,Bad,84.8,3.3962264150943398,American,519.6333333333333,22938.0
Hyundai,2020,Silver/Gray,Black,Front-wheel Drive,Hybrid,1.6,I4,16.0,At least 1 accident or damage reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,26714.0,6678.5,Potential Risk,25.6,14.947601744034701,Asian,279.24630127811554,23997.0
BMW,2018,White,Brown,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,23.0,33.0,28.0,38358.0,6393.0,Good,32.0,14.0,European,228.32142857142856,27988.0
BMW,2022,Blue,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,No,23.0,33.0,28.0,6225.0,3112.5,Potential Risk,32.0,14.0,European,111.16071428571429,41991.0
Jeep,2015,Silver/Gray,Black,Four-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,16.0,21.0,18.5,183962.0,20440.222222222223,Good,86.4,5.138888888888888,American,1104.8768768768768,17999.0
Audi,2019,White,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,No,Yes,21.0,30.0,25.5,26398.0,5279.6,Potential Risk,72.0,8.5,European,207.04313725490198,47833.0
Hyundai,2015,White,Black,Rear-wheel Drive,Gasoline,3.8,V6,24.0,At least 1 accident or damage reported,No,Yes,16.0,24.0,20.0,43928.0,4880.888888888889,Bad,91.19999999999999,5.2631578947368425,Asian,244.04444444444445,19870.0
Lincoln,2021,Silver/Gray,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,No,No,17.0,24.0,20.5,38606.0,12868.666666666666,Potential Risk,72.0,6.833333333333333,American,627.739837398374,56999.0
BMW,2021,White,Black,All-wheel Drive,Gasoline,4.4,V8,32.0,None reported,No,Yes,13.0,18.0,15.5,27174.0,9058.0,Potential Risk,140.8,3.5227272727272725,European,584.3870967741935,92812.0
Toyota,2022,Blue,Silver/Gray,Front-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,No,22.0,32.0,27.0,3978.0,1989.0,Good,84.0,7.714285714285714,Asian,73.66666666666667,35995.0
Nissan,2022,White,Other,Front-wheel Drive,Gasoline,3.5,V6,24.0,At least 1 accident or damage reported,Yes,Yes,20.0,30.0,25.0,10560.0,5280.0,Potential Risk,84.0,7.142857142857143,Asian,211.2,37767.0
GMC,2011,Black,Other,Four-wheel Drive,E85 Flex Fuel,4.8,V8,16.0,At least 1 accident or damage reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,89350.0,6873.076923076923,Potential Risk,76.8,4.982533914678235,American,287.38209316002127,16995.0
Lexus,2016,Silver/Gray,Black,Four-wheel Drive,Gasoline,4.6,V8,32.0,None reported,Yes,No,15.0,20.0,17.5,107287.0,13410.875,Good,147.2,3.804347826086957,Asian,766.3357142857143,30998.0
Hyundai,2022,Silver/Gray,Black,Front-wheel Drive,Gasoline,1.6,I4,16.0,None reported,Yes,Yes,28.0,36.0,32.0,6998.0,3499.0,Good,25.6,20.0,Asian,109.34375,28998.0
Nissan,2012,Other,Other,Front-wheel Drive,Gasoline,3.5,V6,24.0,At least 1 accident or damage reported,No,Yes,19.0,26.0,22.5,113548.0,9462.333333333334,Bad,84.0,6.428571428571429,Asian,420.54814814814813,9900.0
Buick,2019,Black,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,21.0,29.0,25.0,29633.0,5926.6,Good,32.0,12.5,American,237.064,24900.0
Ford,2005,White,Other,Rear-wheel Drive,Gasoline,4.6,V8,24.0,None reported,No,Yes,17.0,25.0,21.0,40002.0,2105.3684210526317,Potential Risk,110.39999999999999,4.565217391304349,American,100.25563909774436,20991.0
GMC,2021,Black,Black,Four-wheel Drive,Gasoline,3.6,V6,24.0,None reported,No,No,16.0,22.0,19.0,15008.0,5002.666666666667,Potential Risk,86.4,5.277777777777778,American,263.2982456140351,38498.0
Genesis,2019,Silver/Gray,Black,Rear-wheel Drive,Gasoline,5.0,V8,32.0,None reported,Yes,Yes,16.0,24.0,20.0,45000.0,9000.0,Good,160.0,4.0,Asian,450.0,39865.0
Toyota,2018,Blue,Black,Four-wheel Drive,Gasoline,4.0,V6,24.0,None reported,No,Yes,17.0,20.0,18.5,57363.0,9560.5,Potential Risk,96.0,4.625,Asian,516.7837837837837,36995.0
Chevrolet,2021,White,Other,Four-wheel Drive,Diesel,6.6,V8,32.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,19199.0,6399.666666666667,Good,211.2,3.6236610288568976,American,267.5875190655856,59813.0
BMW,2022,Black,Red,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,No,26.0,36.0,31.0,23578.0,11789.0,Potential Risk,32.0,15.5,European,380.2903225806452,41641.0
Kia,2019,Black,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,21.0,30.0,25.5,49684.0,9936.8,Potential Risk,32.0,12.75,Asian,389.678431372549,24990.0
Cadillac,2021,Metallic,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,23.0,32.0,27.5,3405.0,1135.0,Potential Risk,32.0,13.75,American,41.27272727272727,37999.0
Ford,2011,Gold,Other,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,No,17.0,23.0,20.0,143757.0,11058.23076923077,Potential Risk,84.0,5.714285714285714,American,552.9115384615385,10400.0
Audi,2023,Black,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,761.0,761.0,Good,72.0,7.972054263485174,European,31.819485703772695,71693.0
Volvo,2016,Black,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,No,Yes,26.0,38.0,32.0,77019.0,9627.375,Bad,32.0,16.0,European,300.85546875,17835.0
Volkswagen,2022,Black,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,7883.0,3941.5,Good,32.0,11.958081395227762,European,164.80486583629445,35688.0
Ford,2021,Silver/Gray,Black,Four-wheel Drive,Gasoline,2.3,I4,16.0,None reported,Yes,Yes,20.0,22.0,21.0,13132.0,4377.333333333333,Good,36.8,9.130434782608697,American,208.44444444444446,49980.0
Ford,2023,White,Black,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,No,20.59277708592777,27.23954849498328,23.916162790455523,1525.0,1525.0,Good,84.0,6.833189368701578,American,63.76440959034607,80995.0
Ford,2022,Silver/Gray,Other,Four-wheel Drive,Gasoline,2.3,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,4838.0,2419.0,Good,36.8,10.398331648024142,American,101.14498806494895,56000.0
BMW,2017,Black,White,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,No,18.0,24.0,21.0,61081.0,8725.857142857143,Good,72.0,7.0,European,415.5170068027211,27300.0
Acura,2012,Black,Black,All-wheel Drive,Gasoline,3.7,V6,24.0,At least 1 accident or damage reported,Yes,No,16.0,23.0,19.5,127956.0,10663.0,Potential Risk,88.80000000000001,5.27027027027027,Asian,546.8205128205128,16749.0
MINI,2022,Red,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,23.0,33.0,28.0,15223.0,7611.5,Potential Risk,32.0,14.0,European,271.8392857142857,29697.0
INFINITI,2015,Blue,Other,Four-wheel Drive,Gasoline,5.6,V8,32.0,None reported,No,No,14.0,20.0,17.0,53630.0,5958.888888888889,Potential Risk,179.2,3.035714285714286,Asian,350.52287581699346,27988.0
Ford,2020,Blue,Black,Rear-wheel Drive,Gasoline,2.3,I4,16.0,None reported,Yes,Yes,21.0,26.0,23.5,15827.0,3956.75,Good,36.8,10.217391304347826,American,168.37234042553192,28995.0
Ford,2004,White,Other,Four-wheel Drive,Diesel,6.0,V8,32.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,110827.0,5541.35,Potential Risk,192.0,3.986027131742587,American,231.6989580875175,18995.0
Pontiac,2006,Red,Other,Rear-wheel Drive,Gasoline,2.4,I4,16.0,None reported,Yes,No,20.59277708592777,27.23954849498328,23.916162790455523,17711.0,983.9444444444445,Good,38.4,9.96506782935647,American,41.14140102931218,13988.0
Cadillac,2017,White,Black,All-wheel Drive,Gasoline,3.6,V6,24.0,None reported,No,Yes,18.0,27.0,22.5,29551.0,4221.571428571428,Potential Risk,86.4,6.25,American,187.62539682539682,31990.0
Chevrolet,2011,White,Other,Rear-wheel Drive,E85 Flex Fuel,6.0,V8,16.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,97350.0,7488.461538461538,Potential Risk,96.0,3.986027131742587,American,313.1130024524686,19726.0
Cadillac,2014,White,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,20.0,29.0,24.5,51492.0,5149.2,Good,32.0,12.25,American,210.17142857142858,19500.0
Cadillac,2013,Black,Black,All-wheel Drive,Gasoline,3.6,V6,24.0,At least 1 accident or damage reported,No,Yes,18.0,27.0,22.5,96420.0,8765.454545454546,Bad,86.4,6.25,American,389.57575757575756,14950.0
Cadillac,2017,Metallic,Black,All-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,18.0,27.0,22.5,38761.0,5537.285714285715,Good,86.4,6.25,American,246.10158730158733,32998.0
GMC,2019,White,Black,Four-wheel Drive,Gasoline,5.3,V8,16.0,None reported,No,No,14.0,21.0,17.5,58678.0,11735.6,Potential Risk,84.8,3.30188679245283,American,670.6057142857143,45998.0
GMC,2022,Red,Other,Four-wheel Drive,Gasoline,6.2,V8,16.0,None reported,Yes,Yes,14.0,19.0,16.5,19699.0,9849.5,Good,99.2,2.661290322580645,American,596.939393939394,77995.0
GMC,2008,Black,Black,Four-wheel Drive,E85 Flex Fuel,5.3,V8,16.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,91673.0,5729.5625,Potential Risk,84.8,4.5124835453689665,American,239.5686360809752,15995.0
GMC,2022,Metallic,Other,Four-wheel Drive,Gasoline,6.2,V8,16.0,None reported,Yes,Yes,14.0,19.0,16.5,6811.0,3405.5,Good,99.2,2.661290322580645,American,206.3939393939394,82998.0
Nissan,2022,Black,Other,Front-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,27.0,37.0,32.0,24726.0,12363.0,Good,40.0,12.8,Asian,386.34375,26951.0
Audi,2020,White,Brown,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,19.0,27.0,23.0,37804.0,9451.0,Good,32.0,11.5,European,410.9130434782609,33945.0
Chevrolet,2010,Green,Brown,Rear-wheel Drive,E85 Flex Fuel,6.0,V8,16.0,At least 1 accident or damage reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,89069.0,6362.071428571428,Bad,96.0,3.986027131742587,American,266.01555961604373,20000.0
Volkswagen,2019,White,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,26.0,33.0,29.5,20102.0,4020.4,Good,32.0,14.75,European,136.28474576271188,35990.0
Mazda,2023,Silver/Gray,Black,All-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,9915.0,9915.0,Good,40.0,9.56646511618221,Asian,414.57319415625,30793.0
Volvo,2011,Silver/Gray,Other,Front-wheel Drive,Gasoline,2.5,I5,20.0,None reported,No,Yes,19.0,28.0,23.5,63182.0,4860.153846153846,Potential Risk,50.0,9.4,European,206.81505728314238,14395.0
Volkswagen,2019,White,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,21.0,29.0,25.0,55658.0,11131.6,Good,32.0,12.5,European,445.264,22500.0
Chevrolet,2021,White,Black,Four-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,No,17.0,24.0,20.5,12483.0,4161.0,Good,86.4,5.694444444444445,American,202.97560975609755,35017.0
Ford,2016,White,Other,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,No,15.0,21.0,18.0,137758.0,17219.75,Good,84.0,5.142857142857143,American,956.6527777777778,24988.0
Nissan,2021,White,Silver/Gray,Rear-wheel Drive,Gasoline,5.6,V8,32.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,5274.0,1758.0,Good,179.2,4.270743355438486,Asian,73.50677512119894,59995.0
Nissan,2022,Blue,Other,All-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,No,25.0,35.0,30.0,9477.0,4738.5,Good,40.0,12.0,Asian,157.95,29065.0
BMW,2017,White,Brown,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,23.0,33.0,28.0,86626.0,12375.142857142857,Potential Risk,32.0,14.0,European,441.96938775510205,22998.0
Jaguar,2021,Black,Black,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,No,23.0,30.0,26.5,11299.0,3766.3333333333335,Potential Risk,32.0,13.25,British,142.125786163522,53196.0
Cadillac,2018,Silver/Gray,Other,Front-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,19.0,26.0,22.5,44541.0,7423.5,Good,86.4,6.25,American,329.93333333333334,33988.0
INFINITI,2023,White,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,2057.0,2057.0,Good,32.0,11.958081395227762,Asian,86.00878067366679,43448.0
Volkswagen,2019,Black,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,25.0,31.0,28.0,37498.0,7499.6,Good,32.0,14.0,European,267.84285714285716,28450.0
Mercedes-Benz,2017,White,Black,All-wheel Drive,Gasoline,5.5,V8,32.0,None reported,No,Yes,14.0,18.0,16.0,70975.0,10139.285714285714,Potential Risk,176.0,2.909090909090909,European,633.7053571428571,52659.0
Lexus,2020,White,Other,Front-wheel Drive,Hybrid,2.5,I4,16.0,None reported,Yes,Yes,43.0,44.0,43.5,29151.0,7287.75,Good,40.0,17.4,Asian,167.5344827586207,42999.0
Hyundai,2022,Black,Black,All-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,24.0,29.0,26.5,12247.0,6123.5,Good,40.0,10.6,Asian,231.0754716981132,35292.0
Ford,2018,White,Black,Rear-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,17.0,24.0,20.5,25742.0,4290.333333333333,Good,84.0,5.857142857142857,American,209.28455284552845,42200.0
Mercedes-Benz,2022,Silver/Gray,Blue,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,Yes,22.0,30.0,26.0,6390.0,3195.0,Good,72.0,8.666666666666666,European,122.88461538461539,73386.0
Mercedes-Benz,2022,Silver/Gray,Brown,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,19.0,28.0,23.5,1242.0,621.0,Good,72.0,7.833333333333333,European,26.425531914893618,63999.0
Mercedes-Benz,2020,Silver/Gray,Red,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,19.0,27.0,23.0,14364.0,3591.0,Good,72.0,7.666666666666667,European,156.1304347826087,51611.0
Mercedes-Benz,2021,Black,Black,All-wheel Drive,Gasoline,4.0,V8,32.0,None reported,No,Yes,16.0,21.0,18.5,7299.0,2433.0,Potential Risk,128.0,4.625,European,131.51351351351352,168000.0
Mercedes-Benz,2020,Black,Black,Rear-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,No,19.0,28.0,23.5,24924.0,6231.0,Good,72.0,7.833333333333333,European,265.1489361702128,63900.0
Mercedes-Benz,2022,White,Red,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,8285.0,4142.5,Good,72.0,7.972054263485174,European,173.20922408394006,97795.0
Mercedes-Benz,2022,Red,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,20.59277708592777,27.23954849498328,23.916162790455523,11439.0,5719.5,Good,32.0,11.958081395227762,European,239.14789550949794,46300.0
Audi,2015,Black,Other,All-wheel Drive,Diesel,3.0,V6,24.0,None reported,Yes,Yes,24.0,31.0,27.5,100342.0,11149.111111111111,Good,72.0,9.166666666666666,European,405.4222222222222,17130.0
Audi,2022,Silver/Gray,Black,All-wheel Drive,Gasoline,4.0,V8,32.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,27385.0,13692.5,Good,128.0,5.979040697613881,European,572.5207726661073,73500.0
Mercedes-Benz,2021,Silver/Gray,Red,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,20.0,27.0,23.5,27046.0,9015.333333333334,Potential Risk,32.0,11.75,European,383.63120567375887,45991.0
Audi,2019,Silver/Gray,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,19.0,24.0,21.5,25019.0,5003.8,Good,72.0,7.166666666666667,European,232.73488372093024,47995.0
Audi,2018,Green,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,23.0,27.0,25.0,81341.0,13556.833333333334,Good,32.0,12.5,European,542.2733333333333,24980.0
Audi,2015,Black,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,No,18.0,28.0,23.0,91445.0,10160.555555555555,Good,72.0,7.666666666666667,European,441.7632850241546,23500.0
Audi,2021,White,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,17.0,26.0,21.5,20658.0,6886.0,Good,72.0,7.166666666666667,European,320.27906976744185,59950.0
Audi,2019,Black,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,27.0,34.0,30.5,17044.0,3408.8,Potential Risk,32.0,15.25,European,111.7639344262295,27991.0
Ford,2022,Black,Black,Rear-wheel Drive,E85 Flex Fuel,3.5,V6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,15393.0,7696.5,Good,84.0,6.833189368701578,American,321.8116579751466,64800.0
Cadillac,2019,White,Black,All-wheel Drive,Gasoline,4.2,V8,32.0,None reported,Yes,Yes,14.0,25.0,19.5,2731.0,546.2,Good,134.4,4.642857142857142,American,28.01025641025641,78995.0
Lexus,2011,Black,Black,Rear-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,No,19.0,26.0,22.5,97125.0,7471.153846153846,Good,84.0,6.428571428571429,Asian,332.0512820512821,15590.0
Toyota,2021,Other,Other,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,30.0,38.0,34.0,14665.0,4888.333333333333,Good,32.0,17.0,Asian,143.77450980392157,29995.0
Toyota,2021,Other,Black,Four-wheel Drive,Gasoline,5.7,V8,32.0,None reported,Yes,No,13.0,17.0,15.0,58888.0,19629.333333333332,Good,182.4,2.631578947368421,Asian,1308.6222222222223,82978.0
Toyota,2008,White,Other,All-wheel Drive,Hybrid,3.3,V6,24.0,At least 1 accident or damage reported,Yes,No,27.0,25.0,26.0,219975.0,13748.4375,Potential Risk,79.19999999999999,7.878787878787879,Asian,528.7860576923077,8990.0
Lexus,2017,Silver/Gray,Other,All-wheel Drive,Hybrid,3.5,V6,24.0,None reported,Yes,No,31.0,28.0,29.5,41690.0,5955.714285714285,Good,84.0,8.428571428571429,Asian,201.88861985472155,37900.0
Mercedes-Benz,2018,Red,Other,All-wheel Drive,E85 Flex Fuel,2.0,I4,16.0,None reported,Yes,Yes,24.0,32.0,28.0,39694.0,6615.666666666667,Good,32.0,14.0,European,236.27380952380952,24900.0
Honda,2022,Silver/Gray,Black,All-wheel Drive,Gasoline,1.5,I4,16.0,None reported,Yes,Yes,27.0,32.0,29.5,20661.0,10330.5,Good,24.0,19.666666666666668,Asian,350.1864406779661,33995.0
Lexus,2023,Blue,Black,All-wheel Drive,Gasoline,2.4,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,2404.0,2404.0,Good,38.4,9.96506782935647,Asian,100.51779715094554,46269.0
Lincoln,2017,White,Other,Front-wheel Drive,Gasoline,3.7,V6,24.0,None reported,Yes,Yes,17.0,25.0,21.0,41309.0,5901.285714285715,Good,88.80000000000001,5.675675675675675,American,281.01360544217687,25968.0
