Brand,Year,Exterior color,Interior color,Drivetrain,Fuel type,Capacity,Configuration,Valves,Accidents or damage,1-owner vehicle,Personal use only,MPG_min,MPG_max,MPG_mean,Mileage,Usage Intensity,Ownership History,Engine Power,Fuel Efficiency,Origin,Gallons Per Year,Price
Toyota,2019,Black,Other,Front-wheel Drive,Gasoline,2.5,I4,16.0,None reported,No,Yes,28.0,39.0,33.5,30052.0,6010.4,Potential Risk,40.0,13.4,Asian,179.41492537313434,25211.0
Nissan,2015,Silver/Gray,White,Four-wheel Drive,Gasoline,4.0,V6,24.0,At least 1 accident or damage reported,Yes,Yes,15.0,20.0,17.5,75608.0,8400.888888888889,Potential Risk,96.0,4.375,Asian,480.0507936507936,21997.0
Hyundai,2021,Silver/Gray,Black,Front-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,25.0,28.0,26.5,15814.0,5271.333333333333,Good,40.0,10.6,Asian,198.9182389937107,28381.0
Audi,2014,Black,Black,All-wheel Drive,Gasoline,4.0,V8,32.0,None reported,No,Yes,16.0,26.0,21.0,71329.0,7132.9,Potential Risk,128.0,5.25,European,339.6619047619048,23989.0
Kia,2021,Blue,Black,Front-wheel Drive,Gasoline,1.6,I4,16.0,None reported,Yes,Yes,27.0,37.0,32.0,16638.0,5546.0,Good,25.6,20.0,Asian,173.3125,27797.0
Kia,2021,White,Black,Front-wheel Drive,Gasoline,2.5,I4,16.0,None reported,No,No,24.0,29.0,26.5,50000.0,16666.666666666668,Potential Risk,40.0,10.6,Asian,628.930817610063,31988.0
Kia,2020,White,Black,Front-wheel Drive,Gasoline,3.8,V6,24.0,None reported,No,Yes,20.0,26.0,23.0,37766.0,9441.5,Potential Risk,91.19999999999999,6.052631578947369,Asian,410.5,39481.0
Volvo,2019,Orange,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,21.0,32.0,26.5,67689.0,13537.8,Potential Risk,32.0,13.25,European,510.8603773584906,28500.0
Mazda,2016,White,Black,All-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,24.0,30.0,27.0,91941.0,11492.625,Good,40.0,10.8,Asian,425.65277777777777,17991.0
Nissan,2009,Blue,Other,Rear-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,17.0,23.0,20.0,32737.0,2182.4666666666667,Good,84.0,5.714285714285714,Asian,109.12333333333332,24777.0
Nissan,2017,Black,Other,Rear-wheel Drive,Gasoline,5.6,V8,32.0,None reported,Yes,No,14.0,19.0,16.5,45869.0,6552.714285714285,Good,179.2,2.9464285714285716,Asian,397.13419913419915,26500.0
Nissan,2017,Black,Black,All-wheel Drive,Gasoline,5.6,V8,32.0,None reported,Yes,No,13.0,18.0,15.5,71714.0,10244.857142857143,Good,179.2,2.7678571428571432,Asian,660.9585253456222,22770.0
Lexus,2016,White,Other,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,22.0,33.0,27.5,66162.0,8270.25,Potential Risk,32.0,13.75,Asian,300.73636363636365,24995.0
Lexus,2018,Other,Brown,Rear-wheel Drive,Gasoline,5.0,V8,32.0,None reported,No,Yes,16.0,26.0,21.0,22706.0,3784.3333333333335,Potential Risk,160.0,4.2,Asian,180.2063492063492,71997.0
Porsche,2017,Black,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,20.0,25.0,22.5,61499.0,8785.57142857143,Potential Risk,32.0,11.25,European,390.46984126984125,37500.0
Toyota,2021,Other,Black,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,25.0,32.0,28.5,8157.0,2719.0,Good,32.0,14.25,Asian,95.40350877192982,46999.0
Audi,2017,White,Black,All-wheel Drive,Gasoline,4.0,V8,32.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,66800.0,9542.857142857143,Potential Risk,128.0,5.979040697613881,European,399.01288624216556,58350.0
Porsche,2018,Black,Other,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,No,No,20.0,26.0,23.0,15621.0,2603.5,Potential Risk,72.0,7.666666666666667,European,113.19565217391305,76798.0
Volkswagen,2019,Black,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,23.0,30.0,26.5,17262.0,3452.4,Good,32.0,13.25,European,130.27924528301887,39999.0
Maserati,2018,Other,Brown,All-wheel Drive,Gasoline,3.0,V6,24.0,At least 1 accident or damage reported,No,Yes,14.0,20.0,17.0,58140.0,9690.0,Bad,72.0,5.666666666666667,European,570.0,31999.0
Volvo,2022,Silver/Gray,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,22.0,29.0,25.5,18802.0,9401.0,Good,32.0,12.75,European,368.6666666666667,58559.0
Volvo,2017,Black,Other,All-wheel Drive,Hybrid,2.0,I4,16.0,At least 1 accident or damage reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,75538.0,10791.142857142857,Bad,32.0,11.958081395227762,European,451.2071167808489,39995.0
Ferrari,2014,Other,Other,Rear-wheel Drive,Hybrid,6.3,V12,48.0,None reported,No,No,12.0,16.0,14.0,5803.0,580.3,Potential Risk,302.4,2.2222222222222223,European,41.45,3800000.0
Alfa Romeo,2018,Blue,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,22.0,28.0,25.0,45952.0,7658.666666666667,Potential Risk,32.0,12.5,European,306.34666666666664,28000.0
Cadillac,2016,Silver/Gray,Black,Rear-wheel Drive,Gasoline,6.2,V8,16.0,None reported,Yes,No,15.0,22.0,18.5,86858.0,10857.25,Good,99.2,2.9838709677419355,American,586.8783783783783,34991.0
Honda,2014,Red,Other,Front-wheel Drive,Gasoline,2.4,I4,16.0,None reported,No,Yes,27.0,36.0,31.5,96711.0,9671.1,Potential Risk,38.4,13.125,Asian,307.0190476190476,13998.0
GMC,2020,White,Black,Four-wheel Drive,Diesel,3.0,I6,24.0,None reported,No,No,19.0,22.0,20.5,46481.0,11620.25,Potential Risk,72.0,6.833333333333333,American,566.8414634146342,42988.0
Lincoln,2015,Silver/Gray,Other,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,22.0,33.0,27.5,49508.0,5500.888888888889,Potential Risk,32.0,13.75,American,200.03232323232322,16985.0
Mazda,2014,Red,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,58262.0,5826.2,Potential Risk,32.0,11.958081395227762,Asian,243.60931354444216,16425.0
Chrysler,2021,Black,Other,Front-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,No,19.0,28.0,23.5,74786.0,24928.666666666668,Good,86.4,6.527777777777778,American,1060.7943262411347,27477.0
Chrysler,2022,White,Black,Front-wheel Drive,Hybrid,3.6,V6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,3100.0,1550.0,Good,86.4,6.643378552904312,American,64.80972778035175,50049.0
Dodge,2017,Metallic,Black,Front-wheel Drive,Gasoline,3.6,V6,24.0,None reported,No,No,17.0,25.0,21.0,92024.0,13146.285714285714,Potential Risk,86.4,5.833333333333333,American,626.013605442177,16748.0
Toyota,2021,Silver/Gray,Black,All-wheel Drive,Hybrid,2.5,I4,16.0,None reported,Yes,Yes,40.0,37.0,38.5,17815.0,5938.333333333333,Good,40.0,15.4,Asian,154.24242424242425,37427.0
Mercedes-Benz,2015,Black,Black,All-wheel Drive,Gasoline,5.5,V8,32.0,None reported,Yes,Yes,12.0,15.0,13.5,59794.0,6643.777777777777,Good,176.0,2.4545454545454546,European,492.13168724279836,67499.0
Chevrolet,2013,Silver/Gray,Black,Front-wheel Drive,Gasoline,2.5,I4,16.0,At least 1 accident or damage reported,No,Yes,22.0,34.0,28.0,62692.0,5699.272727272727,Bad,40.0,11.2,American,203.54545454545453,12995.0
Suzuki,2008,Black,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,21.0,28.0,24.5,62880.0,3930.0,Good,32.0,12.25,Asian,160.40816326530611,7900.0
GMC,2018,Metallic,Black,Rear-wheel Drive,Gasoline,3.6,V6,24.0,None reported,No,Yes,20.0,26.0,23.0,48219.0,8036.5,Potential Risk,86.4,6.388888888888888,American,349.4130434782608,26781.0
BMW,2012,Black,Brown,Rear-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,No,17.0,26.0,21.5,82741.0,6895.083333333333,Good,72.0,7.166666666666667,European,320.7015503875969,13910.0
Jeep,2022,Silver/Gray,Black,Four-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,18.0,25.0,21.5,10001.0,5000.5,Good,86.4,5.972222222222222,American,232.58139534883722,37988.0
Dodge,2010,Red,Brown,Four-wheel Drive,Diesel,6.7,I6,24.0,None reported,Yes,No,20.59277708592777,27.23954849498328,23.916162790455523,133000.0,9500.0,Good,160.8,3.569576535888884,American,397.22091220215583,34500.0
INFINITI,2017,Other,Other,All-wheel Drive,Gasoline,3.7,V6,24.0,None reported,No,Yes,18.0,24.0,21.0,38689.0,5527.0,Potential Risk,88.80000000000001,5.675675675675675,Asian,263.1904761904762,26495.0
Ford,2002,White,Other,Rear-wheel Drive,Gasoline,3.9,V8,32.0,None reported,Yes,No,17.0,23.0,20.0,16939.0,769.9545454545455,Good,124.8,5.128205128205129,American,38.497727272727275,24000.0
Kia,2019,Black,Brown,All-wheel Drive,Gasoline,3.3,V6,24.0,None reported,Yes,No,18.0,25.0,21.5,8595.0,1719.0,Good,79.19999999999999,6.515151515151516,Asian,79.95348837209302,39997.0
Lincoln,2017,Black,Black,Front-wheel Drive,Gasoline,3.7,V6,24.0,None reported,Yes,Yes,17.0,26.0,21.5,54735.0,7819.285714285715,Good,88.80000000000001,5.8108108108108105,American,363.687707641196,22198.0
INFINITI,2019,Other,Other,Rear-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,20.0,29.0,24.5,43159.0,8631.8,Good,72.0,8.166666666666666,Asian,352.31836734693877,23861.0
Maserati,2015,Other,Other,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,No,Yes,15.0,24.0,19.5,54537.0,6059.666666666667,Potential Risk,72.0,6.5,European,310.7521367521368,24445.0
Dodge,2018,White,Black,All-wheel Drive,Gasoline,6.4,V8,16.0,None reported,No,Yes,13.0,19.0,16.0,50941.0,8490.166666666666,Potential Risk,102.4,2.5,American,530.6354166666666,53980.0
Kia,2017,White,Black,Front-wheel Drive,Gasoline,2.4,I4,16.0,None reported,Yes,Yes,21.0,28.0,24.5,88154.0,12593.42857142857,Good,38.4,10.208333333333334,Asian,514.0174927113702,16455.0
Toyota,2023,Green,Black,All-wheel Drive,Hybrid,2.5,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,350.0,350.0,Good,40.0,9.56646511618221,Asian,14.634454660079426,53865.0
Mazda,2018,Metallic,Black,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,26.0,35.0,30.5,39055.0,6509.166666666667,Good,32.0,15.25,Asian,213.4153005464481,25647.0
Lexus,2017,Other,Other,Four-wheel Drive,Gasoline,4.6,V8,32.0,None reported,Yes,Yes,15.0,18.0,16.5,54828.0,7832.571428571428,Good,147.2,3.586956521739131,Asian,474.7012987012987,35895.0
Hyundai,2022,White,Silver/Gray,All-wheel Drive,Hybrid,1.6,I4,16.0,None reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,9815.0,4907.5,Potential Risk,25.6,14.947601744034701,Asian,205.19596069811368,46809.0
Chevrolet,2018,White,Black,Rear-wheel Drive,Gasoline,5.3,V8,16.0,None reported,Yes,Yes,16.0,23.0,19.5,38820.0,6470.0,Good,84.8,3.679245283018868,American,331.79487179487177,44998.0
BMW,2019,White,Brown,All-wheel Drive,Gasoline,4.4,V8,32.0,None reported,No,Yes,15.0,21.0,18.0,19595.0,3919.0,Potential Risk,140.8,4.090909090909091,European,217.72222222222223,73262.0
Jeep,2019,Metallic,Black,Four-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,17.0,25.0,21.0,22312.0,4462.4,Good,86.4,5.833333333333333,American,212.49523809523808,41000.0
Mazda,2020,Red,Black,All-wheel Drive,Gasoline,2.5,I4,16.0,At least 1 accident or damage reported,Yes,Yes,25.0,32.0,28.5,69781.0,17445.25,Potential Risk,40.0,11.4,Asian,612.1140350877193,26418.0
Kia,2019,Black,Black,Front-wheel Drive,Gasoline,2.4,I4,16.0,None reported,Yes,No,24.0,33.0,28.5,48606.0,9721.2,Good,38.4,11.875,Asian,341.09473684210525,20998.0
Nissan,2017,Silver/Gray,Black,Front-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,No,22.0,32.0,27.0,57074.0,8153.428571428572,Good,84.0,7.714285714285714,Asian,301.97883597883595,20495.0
BMW,2019,Silver/Gray,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,23.0,32.0,27.5,40902.0,8180.4,Good,32.0,13.75,European,297.4690909090909,25931.0
Genesis,2017,White,Black,All-wheel Drive,Gasoline,5.0,V8,32.0,None reported,Yes,No,15.0,23.0,19.0,83035.0,11862.142857142857,Good,160.0,3.8,Asian,624.3233082706766,30998.0
Audi,2021,Black,Black,All-wheel Drive,Gasoline,4.0,V8,32.0,None reported,Yes,No,15.0,22.0,18.5,1443.0,481.0,Good,128.0,4.625,European,26.0,126990.0
Buick,2012,Brown,Brown,Front-wheel Drive,E85 Flex Fuel,2.4,I4,16.0,At least 1 accident or damage reported,Yes,No,21.0,32.0,26.5,90501.0,7541.75,Potential Risk,38.4,11.041666666666668,American,284.5943396226415,5950.0
Jeep,2015,White,Other,Front-wheel Drive,Gasoline,2.4,I4,16.0,None reported,Yes,Yes,22.0,31.0,26.5,98425.0,10936.111111111111,Good,38.4,11.041666666666668,American,412.6834381551363,14491.0
Mazda,2023,Silver/Gray,Black,All-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,8525.0,8525.0,Good,40.0,9.56646511618221,Asian,356.45350279193457,33500.0
Buick,2012,Black,Other,Front-wheel Drive,E85 Flex Fuel,2.4,I4,16.0,At least 1 accident or damage reported,Yes,No,21.0,32.0,26.5,116193.0,9682.75,Potential Risk,38.4,11.041666666666668,American,365.3867924528302,9955.0
Kia,2017,Silver/Gray,Black,Front-wheel Drive,Gasoline,1.6,I4,16.0,None reported,Yes,Yes,26.0,31.0,28.5,85551.0,12221.57142857143,Good,25.6,17.8125,Asian,428.8270676691729,19998.0
Honda,2012,Silver/Gray,Silver/Gray,Front-wheel Drive,Gasoline,1.8,I4,16.0,At least 1 accident or damage reported,Yes,No,28.0,39.0,33.5,80140.0,6678.333333333333,Potential Risk,28.8,18.61111111111111,Asian,199.35323383084577,11995.0
Porsche,1986,Red,Other,Rear-wheel Drive,Gasoline,5.0,V8,32.0,None reported,Yes,No,20.59277708592777,27.23954849498328,23.916162790455523,54817.0,1442.5526315789473,Good,160.0,4.783232558091105,European,60.31706023320105,33391.0
Mercedes-Benz,2016,Silver/Gray,Other,All-wheel Drive,Gasoline,3.0,V6,24.0,At least 1 accident or damage reported,Yes,No,17.0,21.0,19.0,94528.0,11816.0,Potential Risk,72.0,6.333333333333333,European,621.8947368421053,23988.0
Alfa Romeo,2019,Blue,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,22.0,28.0,25.0,38121.0,7624.2,Good,32.0,12.5,European,304.96799999999996,34970.0
Rolls-Royce,2021,Other,Other,Rear-wheel Drive,Gasoline,6.6,V12,48.0,None reported,Yes,Yes,12.0,18.0,15.0,2915.0,971.6666666666666,Good,316.79999999999995,2.272727272727273,British,64.77777777777779,459998.0
Toyota,2016,Silver/Gray,Other,Front-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,18.0,25.0,21.5,67729.0,8466.125,Good,84.0,6.142857142857143,Asian,393.7732558139535,27595.0
Audi,2023,White,Other,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,2781.0,2781.0,Good,32.0,11.958081395227762,European,116.2811954562311,38480.0
Volvo,2017,Silver/Gray,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,22.0,31.0,26.5,27529.0,3932.714285714286,Good,32.0,13.25,European,148.40431266846363,29998.0
Ford,2018,Green,Black,Front-wheel Drive,Gasoline,1.6,I4,16.0,None reported,Yes,No,27.0,35.0,31.0,41772.0,6962.0,Good,25.6,19.375,American,224.58064516129033,16990.0
Toyota,2021,Silver/Gray,Other,Front-wheel Drive,Hybrid,2.5,I4,16.0,At least 1 accident or damage reported,No,No,36.0,36.0,36.0,22899.0,7633.0,Bad,40.0,14.4,Asian,212.0277777777778,46911.0
BMW,2016,Silver/Gray,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,22.0,32.0,27.0,59566.0,7445.75,Good,32.0,13.5,European,275.76851851851853,25000.0
Kia,2023,Blue,Silver/Gray,Front-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,745.0,745.0,Good,40.0,9.56646511618221,Asian,31.150482062169065,37990.0
MINI,2021,Silver/Gray,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,24.0,30.0,27.0,10105.0,3368.3333333333335,Potential Risk,32.0,13.5,European,124.75308641975307,44875.0
Lincoln,2020,Metallic,Other,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,No,17.0,24.0,20.5,84563.0,21140.75,Good,72.0,6.833333333333333,American,1031.2560975609756,45387.0
Mercedes-Benz,2019,White,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,No,Yes,19.0,24.0,21.5,36804.0,7360.8,Potential Risk,72.0,7.166666666666667,European,342.3627906976744,44608.0
INFINITI,2017,White,Silver/Gray,Rear-wheel Drive,Gasoline,3.0,V6,24.0,At least 1 accident or damage reported,No,Yes,19.0,28.0,23.5,67590.0,9655.714285714286,Bad,72.0,7.833333333333333,Asian,410.88145896656533,29999.0
Lexus,2020,Silver/Gray,Red,Rear-wheel Drive,Gasoline,5.0,V8,32.0,At least 1 accident or damage reported,Yes,Yes,16.0,25.0,20.5,27533.0,6883.25,Potential Risk,160.0,4.1,Asian,335.7682926829268,77505.0
Mercedes-Benz,2019,Silver/Gray,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,22.0,27.0,24.5,33633.0,6726.6,Potential Risk,32.0,12.25,European,274.55510204081634,33980.0
Mercedes-Benz,2023,Silver/Gray,Other,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,1597.0,1597.0,Potential Risk,72.0,7.972054263485174,European,66.7749259775624,89891.0
RAM,2012,White,Other,Four-wheel Drive,Gasoline,5.7,V8,16.0,None reported,Yes,Yes,14.0,19.0,16.5,133765.0,11147.083333333334,Good,91.2,2.8947368421052633,American,675.5808080808081,11900.0
BMW,2019,Black,Other,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,No,No,21.0,31.0,26.0,26495.0,5299.0,Potential Risk,72.0,8.666666666666666,European,203.80769230769232,33990.0
Mazda,2015,Silver/Gray,Black,Front-wheel Drive,Gasoline,2.5,I4,16.0,At least 1 accident or damage reported,No,Yes,26.0,38.0,32.0,57202.0,6355.777777777777,Bad,40.0,12.8,Asian,198.61805555555554,13586.0
Chevrolet,2021,Other,Black,Four-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,17.0,24.0,20.5,17455.0,5818.333333333333,Good,86.4,5.694444444444445,American,283.8211382113821,39773.0
Chevrolet,2016,Metallic,Black,Four-wheel Drive,Gasoline,5.3,V8,16.0,None reported,Yes,No,16.0,22.0,19.0,83153.0,10394.125,Good,84.8,3.5849056603773586,American,547.0592105263158,29936.0
Lexus,2016,Black,Black,Four-wheel Drive,Gasoline,4.6,V8,32.0,None reported,Yes,No,15.0,20.0,17.5,66735.0,8341.875,Good,147.2,3.804347826086957,Asian,476.67857142857144,33998.0
BMW,2018,Silver/Gray,Other,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,Yes,20.0,29.0,24.5,36286.0,6047.666666666667,Good,72.0,8.166666666666666,European,246.843537414966,27995.0
Jeep,2020,Silver/Gray,Black,Front-wheel Drive,Gasoline,2.4,I4,16.0,None reported,Yes,Yes,22.0,30.0,26.0,13880.0,3470.0,Good,38.4,10.833333333333334,American,133.46153846153845,25998.0
Saab,2011,Silver/Gray,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,No,20.59277708592777,27.23954849498328,23.916162790455523,97863.0,7527.923076923077,Potential Risk,32.0,11.958081395227762,European,314.7629970108468,10988.0
Lexus,2015,Metallic,Other,Front-wheel Drive,Gasoline,3.5,V6,24.0,At least 1 accident or damage reported,Yes,No,21.0,31.0,26.0,70801.0,7866.777777777777,Potential Risk,84.0,7.428571428571429,Asian,302.5683760683761,17500.0
Kia,2022,White,Black,Rear-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,22.0,32.0,27.0,38593.0,19296.5,Good,40.0,10.8,Asian,714.6851851851852,34911.0
Toyota,2016,White,Black,Four-wheel Drive,Gasoline,4.0,V6,24.0,None reported,Yes,No,17.0,21.0,19.0,83329.0,10416.125,Good,96.0,4.75,Asian,548.2171052631579,29745.0
Ford,2013,Blue,Other,Rear-wheel Drive,Gasoline,4.6,V8,16.0,None reported,Yes,Yes,13.0,16.0,14.5,73924.0,6720.363636363636,Good,73.6,3.1521739130434785,American,463.4733542319749,19985.0
BMW,2023,White,Black,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,20.59277708592777,27.23954849498328,23.916162790455523,7905.0,7905.0,Good,32.0,11.958081395227762,European,330.5296116797939,57800.0
Ford,2021,Blue,Other,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,No,16.0,21.0,18.5,48203.0,16067.666666666666,Good,84.0,5.285714285714286,American,868.5225225225225,54500.0
FIAT,2019,Other,Black,All-wheel Drive,Gasoline,1.3,I4,16.0,None reported,Yes,Yes,24.0,30.0,27.0,62336.0,12467.2,Good,20.8,20.76923076923077,European,461.7481481481482,17804.0
Hyundai,2022,White,Silver/Gray,Front-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,31.0,41.0,36.0,21251.0,10625.5,Potential Risk,32.0,18.0,Asian,295.15277777777777,23734.0
Acura,2007,Blue,Silver/Gray,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,Yes,18.0,26.0,22.0,69838.0,4108.117647058823,Potential Risk,84.0,6.285714285714286,Asian,186.73262032085563,12950.0
Cadillac,2019,Silver/Gray,Other,All-wheel Drive,Gasoline,3.6,V6,24.0,None reported,No,Yes,18.0,27.0,22.5,30021.0,6004.2,Potential Risk,86.4,6.25,American,266.85333333333335,45995.0
Toyota,2019,Silver/Gray,Black,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,20.0,26.0,23.0,45812.0,9162.4,Good,84.0,6.571428571428571,Asian,398.3652173913043,34544.0
Volvo,2023,Silver/Gray,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,9735.0,9735.0,Good,32.0,11.958081395227762,European,407.04690318820917,63559.0
Jeep,2019,Black,Black,Four-wheel Drive,Gasoline,2.4,I4,16.0,At least 1 accident or damage reported,Yes,Yes,22.0,31.0,26.5,30701.0,6140.2,Potential Risk,38.4,11.041666666666668,American,231.70566037735847,23572.0
Jeep,2019,Red,Other,Four-wheel Drive,Gasoline,3.6,V6,24.0,At least 1 accident or damage reported,No,Yes,18.0,25.0,21.5,32909.0,6581.8,Bad,86.4,5.972222222222222,American,306.13023255813954,33990.0
Mercedes-Benz,2021,White,Black,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,20.59277708592777,27.23954849498328,23.916162790455523,9498.0,3166.0,Good,32.0,11.958081395227762,European,132.37909558231846,59995.0
Volkswagen,2020,Black,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,20.0,29.0,24.5,10171.0,2542.75,Good,32.0,12.25,European,103.78571428571429,33990.0
Mitsubishi,2018,Black,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,81905.0,13650.833333333334,Potential Risk,32.0,11.958081395227762,Asian,570.7785756827644,14495.0
